ranking_id,country_id,region_id,indicator_id,year,value,unit,within_country_rank,within_country_count,ranking_type,interpretation_boundary
"germany_regional_gdp_per_capita_2024_germany_lower_saxony_de","germany","germany_lower_saxony_de","regional_gdp_per_capita","2024","47884","欧元","8","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2021_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_population","2021","1610774","人","14","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2021_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_gdp","2021","50374.43","百万欧元","14","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2021_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_gdp_per_capita","2021","31273","欧元","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2022_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_population","2022","1611160","人","14","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2022_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_gdp","2022","56144.3","百万欧元","14","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2022_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_gdp_per_capita","2022","34847","欧元","14","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2023_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_population","2023","1576049","人","14","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2023_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_gdp","2023","59033.64","百万欧元","14","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2023_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_gdp_per_capita","2023","37457","欧元","14","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2024_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_population","2024","1578041","人","14","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2024_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_gdp","2024","61593.12","百万欧元","14","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2024_germany_mecklenburg_vorpommern","germany","germany_mecklenburg_vorpommern","regional_gdp_per_capita","2024","39031","欧元","13","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2021_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_population","2021","17925570","人","1","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2021_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_gdp","2021","755675.37","百万欧元","1","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2021_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_gdp_per_capita","2021","42156","欧元","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2022_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_population","2022","17924591","人","1","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2022_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_gdp","2022","813590.77","百万欧元","1","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2022_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_gdp_per_capita","2022","45390","欧元","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2023_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_population","2023","17964420","人","1","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2023_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_gdp","2023","855705.05","百万欧元","1","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2023_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_gdp_per_capita","2023","47633","欧元","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2024_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_population","2024","18017520","人","1","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2024_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_gdp","2024","875430.91","百万欧元","1","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2024_germany_north_rhine_westphalia","germany","germany_north_rhine_westphalia","regional_gdp_per_capita","2024","48588","欧元","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2021_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_population","2021","4098391","人","6","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2021_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_gdp","2021","167884.1","百万欧元","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2021_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_gdp_per_capita","2021","40963","欧元","8","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2022_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_population","2022","4106485","人","6","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2022_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_gdp","2022","178271.35","百万欧元","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2022_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_gdp_per_capita","2022","43412","欧元","8","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2023_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_population","2023","4108555","人","6","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2023_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_gdp","2023","182080.11","百万欧元","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2023_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_gdp_per_capita","2023","44317","欧元","9","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2024_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_population","2024","4125163","人","6","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2024_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_gdp","2024","184881.6","百万欧元","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2024_germany_rhineland_palatinate","germany","germany_rhineland_palatinate","regional_gdp_per_capita","2024","44818","欧元","9","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2021_germany_saarland","germany","germany_saarland","regional_population","2021","983991","人","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2021_germany_saarland","germany","germany_saarland","regional_gdp","2021","37064.36","百万欧元","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2021_germany_saarland","germany","germany_saarland","regional_gdp_per_capita","2021","37667","欧元","10","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2022_germany_saarland","germany","germany_saarland","regional_population","2022","982348","人","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2022_germany_saarland","germany","germany_saarland","regional_gdp","2022","41191.45","百万欧元","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2022_germany_saarland","germany","germany_saarland","regional_gdp_per_capita","2022","41932","欧元","10","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2023_germany_saarland","germany","germany_saarland","regional_population","2023","1011891","人","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2023_germany_saarland","germany","germany_saarland","regional_gdp","2023","42360.75","百万欧元","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2023_germany_saarland","germany","germany_saarland","regional_gdp_per_capita","2023","41863","欧元","10","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2024_germany_saarland","germany","germany_saarland","regional_population","2024","1014047","人","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2024_germany_saarland","germany","germany_saarland","regional_gdp","2024","42756.7","百万欧元","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2024_germany_saarland","germany","germany_saarland","regional_gdp_per_capita","2024","42164","欧元","11","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2021_germany_saxony","germany","germany_saxony","regional_population","2021","4056941","人","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2021_germany_saxony","germany","germany_saxony","regional_gdp","2021","136506.88","百万欧元","9","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2021_germany_saxony","germany","germany_saxony","regional_gdp_per_capita","2021","33648","欧元","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2022_germany_saxony","germany","germany_saxony","regional_population","2022","4043002","人","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2022_germany_saxony","germany","germany_saxony","regional_gdp","2022","148362.2","百万欧元","9","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2022_germany_saxony","germany","germany_saxony","regional_gdp_per_capita","2022","36696","欧元","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2023_germany_saxony","germany","germany_saxony","regional_population","2023","4049967","人","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2023_germany_saxony","germany","germany_saxony","regional_gdp","2023","158159.16","百万欧元","8","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2023_germany_saxony","germany","germany_saxony","regional_gdp_per_capita","2023","39052","欧元","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2024_germany_saxony","germany","germany_saxony","regional_population","2024","4054689","人","7","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2024_germany_saxony","germany","germany_saxony","regional_gdp","2024","162214.1","百万欧元","9","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2024_germany_saxony","germany","germany_saxony","regional_gdp_per_capita","2024","40007","欧元","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2021_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_population","2021","2180684","人","11","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2021_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_gdp","2021","67753.64","百万欧元","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2021_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_gdp_per_capita","2021","31070","欧元","16","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2022_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_population","2022","2169253","人","11","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2022_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_gdp","2022","74693.06","百万欧元","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2022_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_gdp_per_capita","2022","34433","欧元","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2023_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_population","2023","2150239","人","11","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2023_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_gdp","2023","78240.58","百万欧元","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2023_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_gdp_per_capita","2023","36387","欧元","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2024_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_population","2024","2144570","人","11","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2024_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_gdp","2024","79577.4","百万欧元","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2024_germany_saxony_anhalt","germany","germany_saxony_anhalt","regional_gdp_per_capita","2024","37106","欧元","15","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2021_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_population","2021","2910875","人","9","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2021_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_gdp","2021","106087.22","百万欧元","10","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2021_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_gdp_per_capita","2021","36445","欧元","11","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2022_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_population","2022","2922005","人","9","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2022_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_gdp","2022","118278.68","百万欧元","10","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2022_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_gdp_per_capita","2022","40479","欧元","11","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2023_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_population","2023","2939283","人","9","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2023_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_gdp","2023","122360.13","百万欧元","10","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2023_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_gdp_per_capita","2023","41629","欧元","11","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2024_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_population","2024","2953202","人","9","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2024_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_gdp","2024","127512.33","百万欧元","10","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2024_germany_schleswig_holstein","germany","germany_schleswig_holstein","regional_gdp_per_capita","2024","43178","欧元","10","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2021_germany_thuringia","germany","germany_thuringia","regional_population","2021","2120237","人","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2021_germany_thuringia","germany","germany_thuringia","regional_gdp","2021","66938.16","百万欧元","13","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2021_germany_thuringia","germany","germany_thuringia","regional_gdp_per_capita","2021","31571","欧元","14","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2022_germany_thuringia","germany","germany_thuringia","regional_population","2022","2108863","人","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2022_germany_thuringia","germany","germany_thuringia","regional_gdp","2022","72013.01","百万欧元","13","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2022_germany_thuringia","germany","germany_thuringia","regional_gdp_per_capita","2022","34148","欧元","16","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2023_germany_thuringia","germany","germany_thuringia","regional_population","2023","2118830","人","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2023_germany_thuringia","germany","germany_thuringia","regional_gdp","2023","77036.95","百万欧元","13","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2023_germany_thuringia","germany","germany_thuringia","regional_gdp_per_capita","2023","36358","欧元","16","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_population_2024_germany_thuringia","germany","germany_thuringia","regional_population","2024","2114870","人","12","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_2024_germany_thuringia","germany","germany_thuringia","regional_gdp","2024","78200.76","百万欧元","13","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"germany_regional_gdp_per_capita_2024_germany_thuringia","germany","germany_thuringia","regional_gdp_per_capita","2024","36977","欧元","16","16","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2021_romania_alba","romania","romania_alba","regional_population","2021","320917","人","29","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2021_romania_alba","romania","romania_alba","regional_gdp","2021","4108.01","百万欧元","19","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2021_romania_alba","romania","romania_alba","regional_gdp_per_capita","2021","12801","欧元","8","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2022_romania_alba","romania","romania_alba","regional_population","2022","325715","人","29","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2022_romania_alba","romania","romania_alba","regional_gdp","2022","4310.64","百万欧元","21","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2022_romania_alba","romania","romania_alba","regional_gdp_per_capita","2022","13234","欧元","10","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2023_romania_alba","romania","romania_alba","regional_population","2023","325838","人","29","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2023_romania_alba","romania","romania_alba","regional_gdp","2023","5047.79","百万欧元","21","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2023_romania_alba","romania","romania_alba","regional_gdp_per_capita","2023","15492","欧元","9","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2024_romania_alba","romania","romania_alba","regional_population","2024","325697","人","29","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2024_romania_alba","romania","romania_alba","regional_gdp","2024","5474.49","百万欧元","21","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2024_romania_alba","romania","romania_alba","regional_gdp_per_capita","2024","16809","欧元","9","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2021_romania_arad","romania","romania_arad","regional_population","2021","413030","人","19","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2021_romania_arad","romania","romania_arad","regional_gdp","2021","4711.63","百万欧元","14","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2021_romania_arad","romania","romania_arad","regional_gdp_per_capita","2021","11407","欧元","11","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2022_romania_arad","romania","romania_arad","regional_population","2022","410282","人","19","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2022_romania_arad","romania","romania_arad","regional_gdp","2022","5387.9","百万欧元","15","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2022_romania_arad","romania","romania_arad","regional_gdp_per_capita","2022","13132","欧元","11","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2023_romania_arad","romania","romania_arad","regional_population","2023","410451","人","19","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2023_romania_arad","romania","romania_arad","regional_gdp","2023","6291.69","百万欧元","15","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2023_romania_arad","romania","romania_arad","regional_gdp_per_capita","2023","15329","欧元","10","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2024_romania_arad","romania","romania_arad","regional_population","2024","410871","人","19","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2024_romania_arad","romania","romania_arad","regional_gdp","2024","6825.06","百万欧元","15","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2024_romania_arad","romania","romania_arad","regional_gdp_per_capita","2024","16611","欧元","10","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2021_romania_arges","romania","romania_arges","regional_population","2021","567678","人","10","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2021_romania_arges","romania","romania_arges","regional_gdp","2021","6125.21","百万欧元","9","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2021_romania_arges","romania","romania_arges","regional_gdp_per_capita","2021","10790","欧元","12","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2022_romania_arges","romania","romania_arges","regional_population","2022","566913","人","10","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2022_romania_arges","romania","romania_arges","regional_gdp","2022","7082.25","百万欧元","9","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2022_romania_arges","romania","romania_arges","regional_gdp_per_capita","2022","12493","欧元","12","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2023_romania_arges","romania","romania_arges","regional_population","2023","565747","人","10","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2023_romania_arges","romania","romania_arges","regional_gdp","2023","8184.04","百万欧元","9","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2023_romania_arges","romania","romania_arges","regional_gdp_per_capita","2023","14466","欧元","12","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2024_romania_arges","romania","romania_arges","regional_population","2024","564829","人","11","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2024_romania_arges","romania","romania_arges","regional_gdp","2024","8898.63","百万欧元","9","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2024_romania_arges","romania","romania_arges","regional_gdp_per_capita","2024","15755","欧元","12","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_population_2021_romania_bacau","romania","romania_bacau","regional_population","2021","575580","人","9","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_2021_romania_bacau","romania","romania_bacau","regional_gdp","2021","4678.34","百万欧元","15","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
"romania_regional_gdp_per_capita_2021_romania_bacau","romania","romania_bacau","regional_gdp_per_capita","2021","8128","欧元","33","42","factual_indicator_ranking","仅表示同国同年同指标的事实位置，不代表风险或政策优劣。"
