country,country_slug,dimension,year,source,source_url,source_reliability,related_observation_ids,related_project_ids,variable_id,raw_value,unit,calculation_method,data_completeness,model_eligible,limitation_note,calculation_trace,normalized_score,weight
"斯洛文尼亚","slovenia","industrial","2024","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=SI&sinceTimePeriod=2024&untilTimePeriod=2024","A","[""parity:slovenia:automotive_export_share:2024""]","[]","automotive_export_share","5.96","%","NACE_C29_exports / total_NACE_exports * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":3377295.84,""denominator"":56666939.65,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=SI&sinceTimePeriod=2024&untilTimePeriod=2024"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=TOTAL&geo=SI&sinceTimePeriod=2024&untilTimePeriod=2024"",""formula"":""NACE_C29_exports / total_NACE_exports * 100""}","2.4","0.25"
"斯洛文尼亚","slovenia","industrial","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[""transmission:slovenia:germany_export_dependence:2024""]","[]","germany_export_dependence","11.876","% exports","exports_to_Germany / exports_to_world * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":7913780810.116,""denominator"":66635685553.501,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=705&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_Germany / exports_to_world * 100""}","6.3","0.15"
"斯洛文尼亚","slovenia","industrial","2024","Eurostat nrg_pc_205","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=SI&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1","A","[""transmission:slovenia:industrial_electricity_price:2024""]","[]","industrial_electricity_price","0.2152","欧元/kWh","(semester_1 + semester_2) / 2","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":0.2105,""denominator"":0.2199,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=SI&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=SI&sinceTimePeriod=2024-S2&untilTimePeriod=2024-S2"",""formula"":""(semester_1 + semester_2) / 2""}","38.4","0.1"
"斯洛文尼亚","slovenia","industrial","2024","Transparent Models / Industrial Dependency",,"A","[""parity:slovenia:manufacturing_share_gdp:2024"",""parity:slovenia:automotive_export_share:2024"",""transmission:slovenia:germany_export_dependence:2024"",""transmission:slovenia:industrial_electricity_price:2024""]","[]","industrial_dependency_score","24.1","0-100 comparative score","reuse published v0.70 transparent output without changing its formula","100","true","该输入描述一般产业结构，只在存在可核验涉华产业项目时用于对华产业维度。",,"24.1","0.15"
"斯洛文尼亚","slovenia","industrial",,"待接入",,"D","[]","[]","china_linked_industrial_project_presence",,"binary verified presence","1 only when an A/B-source industrial project exists; missing coverage remains null","0","false","存在变量不表示投资规模、产能或供应链控制程度。",,,"0.15"
"塞尔维亚","serbia","project",,"待接入",,"D","[]","[]","eligible_project_count",,"projects","count verified, quantifiable A/B-source projects","0","false","该国项目记录尚未系统接入；空值不表示不存在项目。",,,"0.45"
"塞尔维亚","serbia","project",,"待接入",,"D","[]","[]","active_project_share",,"% eligible projects","active eligible projects / eligible projects * 100","0","false","项目状态来自核验记录，不能替代官方投资存量。",,,"0.3"
"塞尔维亚","serbia","project",,"待接入",,"D","[]","[]","project_sector_concentration",,"% eligible projects","largest eligible project sector count / eligible projects * 100","0","false","小样本集中度容易受单个项目影响，只作为项目维度内部描述。",,,"0.25"
"塞尔维亚","serbia","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_export_share","5.888","% goods trade","exports_to_China / exports_to_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":1945317499,""denominator"":33038147712,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_China / exports_to_world * 100""}","58.9","0.35"
"塞尔维亚","serbia","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_import_share","13.144","% goods trade","imports_from_China / imports_from_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":5552820794,""denominator"":42246657862,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=M&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""imports_from_China / imports_from_world * 100""}","65.7","0.35"
"塞尔维亚","serbia","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_trade_share","9.96","% goods trade","(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":7498138293,""denominator"":75284805574,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100""}","66.4","0.3"
"塞尔维亚","serbia","investment",,"待接入统一 China-origin FDI source",,"D","[]","[]","china_origin_fdi_stock_or_flow",,"million EUR","not calculated","0","false","普通 FDI 流量不等于中国来源 FDI；0 项项目金额记录因币种、状态与概念不同，仅保留在项目库，不合并。",,,"1"
"塞尔维亚","serbia","industrial","2025","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=RS&sinceTimePeriod=2025&untilTimePeriod=2025","A","[""parity:serbia:manufacturing_share_gdp:2025""]","[]","manufacturing_share_gdp","12.5","%","无","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。",,"16.7","0.2"
"塞尔维亚","serbia","industrial","2024","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=RS&sinceTimePeriod=2024&untilTimePeriod=2024","A","[""parity:serbia:automotive_export_share:2024""]","[]","automotive_export_share","16.901","%","NACE_C29_exports / total_NACE_exports * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":5606814.34,""denominator"":33174338.14,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=RS&sinceTimePeriod=2024&untilTimePeriod=2024"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=TOTAL&geo=RS&sinceTimePeriod=2024&untilTimePeriod=2024"",""formula"":""NACE_C29_exports / total_NACE_exports * 100""}","29.8","0.25"
"塞尔维亚","serbia","industrial","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[""transmission:serbia:germany_export_dependence:2024""]","[]","germany_export_dependence","15.483","% exports","exports_to_Germany / exports_to_world * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":5115358135,""denominator"":33038147712,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=688&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_Germany / exports_to_world * 100""}","18.3","0.15"
"塞尔维亚","serbia","industrial","2024","Eurostat nrg_pc_205","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=RS&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1","A","[""transmission:serbia:industrial_electricity_price:2024""]","[]","industrial_electricity_price","0.1714","欧元/kWh","(semester_1 + semester_2) / 2","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":0.1835,""denominator"":0.1593,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=RS&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=RS&sinceTimePeriod=2024-S2&untilTimePeriod=2024-S2"",""formula"":""(semester_1 + semester_2) / 2""}","23.8","0.1"
"塞尔维亚","serbia","industrial","2024","Transparent Models / Industrial Dependency",,"A","[""parity:serbia:manufacturing_share_gdp:2024"",""parity:serbia:automotive_export_share:2024"",""transmission:serbia:germany_export_dependence:2024"",""transmission:serbia:industrial_electricity_price:2024""]","[]","industrial_dependency_score","22.5","0-100 comparative score","reuse published v0.70 transparent output without changing its formula","100","true","该输入描述一般产业结构，只在存在可核验涉华产业项目时用于对华产业维度。",,"22.5","0.15"
"塞尔维亚","serbia","industrial",,"待接入",,"D","[]","[]","china_linked_industrial_project_presence",,"binary verified presence","1 only when an A/B-source industrial project exists; missing coverage remains null","0","false","存在变量不表示投资规模、产能或供应链控制程度。",,,"0.15"
"奥地利","austria","project",,"待接入",,"D","[]","[]","eligible_project_count",,"projects","count verified, quantifiable A/B-source projects","0","false","该国项目记录尚未系统接入；空值不表示不存在项目。",,,"0.45"
"奥地利","austria","project",,"待接入",,"D","[]","[]","active_project_share",,"% eligible projects","active eligible projects / eligible projects * 100","0","false","项目状态来自核验记录，不能替代官方投资存量。",,,"0.3"
"奥地利","austria","project",,"待接入",,"D","[]","[]","project_sector_concentration",,"% eligible projects","largest eligible project sector count / eligible projects * 100","0","false","小样本集中度容易受单个项目影响，只作为项目维度内部描述。",,,"0.25"
"奥地利","austria","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_export_share","2.784","% goods trade","exports_to_China / exports_to_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":5747534735.497,""denominator"":206422770548.377,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_China / exports_to_world * 100""}","27.8","0.35"
"奥地利","austria","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_import_share","8.19","% goods trade","imports_from_China / imports_from_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":16739651695.341,""denominator"":204403454311.108,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=M&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""imports_from_China / imports_from_world * 100""}","40.9","0.35"
"奥地利","austria","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_trade_share","5.474","% goods trade","(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":22487186430.837997,""denominator"":410826224859.485,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100""}","36.5","0.3"
"奥地利","austria","investment",,"待接入统一 China-origin FDI source",,"D","[]","[]","china_origin_fdi_stock_or_flow",,"million EUR","not calculated","0","false","普通 FDI 流量不等于中国来源 FDI；0 项项目金额记录因币种、状态与概念不同，仅保留在项目库，不合并。",,,"1"
"奥地利","austria","industrial","2025","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=AT&sinceTimePeriod=2025&untilTimePeriod=2025","A","[""parity:austria:manufacturing_share_gdp:2025""]","[]","manufacturing_share_gdp","15.3","%","无","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。",,"35.3","0.2"
"奥地利","austria","industrial","2024","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=AT&sinceTimePeriod=2024&untilTimePeriod=2024","A","[""parity:austria:automotive_export_share:2024""]","[]","automotive_export_share","6.333","%","NACE_C29_exports / total_NACE_exports * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":11825717.05,""denominator"":186729830.32,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=AT&sinceTimePeriod=2024&untilTimePeriod=2024"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=TOTAL&geo=AT&sinceTimePeriod=2024&untilTimePeriod=2024"",""formula"":""NACE_C29_exports / total_NACE_exports * 100""}","3.3","0.25"
"奥地利","austria","industrial","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[""transmission:austria:germany_export_dependence:2024""]","[]","germany_export_dependence","29.653","% exports","exports_to_Germany / exports_to_world * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":61210277248.485,""denominator"":206422770548.377,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=40&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_Germany / exports_to_world * 100""}","65.5","0.15"
"奥地利","austria","industrial","2024","Eurostat nrg_pc_205","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=AT&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1","A","[""transmission:austria:industrial_electricity_price:2024""]","[]","industrial_electricity_price","0.23955","欧元/kWh","(semester_1 + semester_2) / 2","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":0.2384,""denominator"":0.2407,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=AT&sinceTimePeriod=2024-S1&untilTimePeriod=2024-S1"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_pc_205?lang=en&freq=S&currency=EUR&nrg_cons=MWH500-1999&unit=KWH&tax=I_TAX&geo=AT&sinceTimePeriod=2024-S2&untilTimePeriod=2024-S2"",""formula"":""(semester_1 + semester_2) / 2""}","46.5","0.1"
"奥地利","austria","industrial","2024","Transparent Models / Industrial Dependency",,"A","[""parity:austria:manufacturing_share_gdp:2024"",""parity:austria:automotive_export_share:2024"",""transmission:austria:germany_export_dependence:2024"",""transmission:austria:industrial_electricity_price:2024""]","[]","industrial_dependency_score","36.2","0-100 comparative score","reuse published v0.70 transparent output without changing its formula","100","true","该输入描述一般产业结构，只在存在可核验涉华产业项目时用于对华产业维度。",,"36.2","0.15"
"奥地利","austria","industrial",,"待接入",,"D","[]","[]","china_linked_industrial_project_presence",,"binary verified presence","1 only when an A/B-source industrial project exists; missing coverage remains null","0","false","存在变量不表示投资规模、产能或供应链控制程度。",,,"0.15"
"克罗地亚","croatia","project",,"待接入",,"D","[]","[]","eligible_project_count",,"projects","count verified, quantifiable A/B-source projects","0","false","该国项目记录尚未系统接入；空值不表示不存在项目。",,,"0.45"
"克罗地亚","croatia","project",,"待接入",,"D","[]","[]","active_project_share",,"% eligible projects","active eligible projects / eligible projects * 100","0","false","项目状态来自核验记录，不能替代官方投资存量。",,,"0.3"
"克罗地亚","croatia","project",,"待接入",,"D","[]","[]","project_sector_concentration",,"% eligible projects","largest eligible project sector count / eligible projects * 100","0","false","小样本集中度容易受单个项目影响，只作为项目维度内部描述。",,,"0.25"
"克罗地亚","croatia","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_export_share","0.467","% goods trade","exports_to_China / exports_to_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":121761401,""denominator"":26062784883,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_China / exports_to_world * 100""}","4.7","0.35"
"克罗地亚","croatia","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_import_share","3.442","% goods trade","imports_from_China / imports_from_world * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":1565828616,""denominator"":45486868189,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=M&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=M&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""imports_from_China / imports_from_world * 100""}","17.2","0.35"
"克罗地亚","croatia","trade","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[]","[]","china_trade_share","2.359","% goods trade","(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100","100","true","只覆盖货物贸易，不覆盖服务贸易；2024 年横截面不说明长期依赖趋势。","{""numerator"":1687590017,""denominator"":71549653072,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=X&partnerCode=156&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""(exports_to_China + imports_from_China) / (exports_to_world + imports_from_world) * 100""}","15.7","0.3"
"克罗地亚","croatia","investment",,"待接入统一 China-origin FDI source",,"D","[]","[]","china_origin_fdi_stock_or_flow",,"million EUR","not calculated","0","false","普通 FDI 流量不等于中国来源 FDI；0 项项目金额记录因币种、状态与概念不同，仅保留在项目库，不合并。",,,"1"
"克罗地亚","croatia","industrial","2025","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?lang=en&freq=A&unit=PC_GDP&na_item=B1G&nace_r2=C&geo=HR&sinceTimePeriod=2025&untilTimePeriod=2025","A","[""parity:croatia:manufacturing_share_gdp:2025""]","[]","manufacturing_share_gdp","10.1","%","无","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。",,"0.7","0.2"
"克罗地亚","croatia","industrial","2023","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=HR&sinceTimePeriod=2023&untilTimePeriod=2023","A","[""parity:croatia:automotive_export_share:2023""]","[]","automotive_export_share","0.961","%","NACE_C29_exports / total_NACE_exports * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":186330.82,""denominator"":19396841.94,""numerator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&geo=HR&sinceTimePeriod=2023&untilTimePeriod=2023"",""denominator_source_url"":""https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?lang=en&freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=TOTAL&geo=HR&sinceTimePeriod=2023&untilTimePeriod=2023"",""formula"":""NACE_C29_exports / total_NACE_exports * 100""}","0","0.25"
"克罗地亚","croatia","industrial","2024","UN Comtrade","https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500","A","[""transmission:croatia:germany_export_dependence:2024""]","[]","germany_export_dependence","11.909","% exports","exports_to_Germany / exports_to_world * 100","100","true","一般产业结构变量不单独证明对华暴露，必须与可核验涉华产业项目共同解释。","{""numerator"":3103744285,""denominator"":26062784883,""numerator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=X&partnerCode=276&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""denominator_source_url"":""https://comtradeapi.un.org/public/v1/preview/C/A/HS?period=2024&reporterCode=191&cmdCode=TOTAL&flowCode=X&partnerCode=0&partner2Code=0&customsCode=C00&motCode=0&maxRecords=500"",""formula"":""exports_to_Germany / exports_to_world * 100""}","6.4","0.15"
